id,category,title,effective_date,assigned_entity,pdf_url
7fc13a46-cb1b-4b34-b753-c75ae963aae3,HUMAN OTC DRUG LABEL,Germisept Antibacterial Alcohol,2020-08-24,INNOVENT INC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7fc13a46-cb1b-4b34-b753-c75ae963aae3
ca51ebad-b122-76b5-e053-2a95a90a6c03,HUMAN PRESCRIPTION DRUG LABEL,Prednisone,2021-08-24,"NuCare Pharmaceuticals,Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ca51ebad-b122-76b5-e053-2a95a90a6c03
5cf7be9d-9800-422b-9377-9fee735b2e5d,HUMAN PRESCRIPTION DRUG LABEL,DOXYCYCLINE,2022-02-15,REMEDYREPACK INC.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=5cf7be9d-9800-422b-9377-9fee735b2e5d
c9c45543-6c7d-4e98-a7b5-11b315fc39a7,HUMAN OTC DRUG LABEL,basic care mucus relief cold flu and sore throat,2019-05-09,L. Perrigo Company,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c9c45543-6c7d-4e98-a7b5-11b315fc39a7
73317da3-cba0-4106-9e88-79b0e2f642af,HUMAN PRESCRIPTION DRUG LABEL,Mesalamine,2021-04-29,"Actavis Pharma, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=73317da3-cba0-4106-9e88-79b0e2f642af
a72503b1-ecea-3220-e053-2a95a90a3a52,HUMAN OTC DRUG LABEL,Hand Sanitizer,2020-06-02,"ELOREA, INC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a72503b1-ecea-3220-e053-2a95a90a3a52
02e18eef-3ef1-4f02-a031-c127d0836f31,HUMAN OTC DRUG LABEL,SUPER DEFENSESUPERDEFENSE AGE DEFENSE MOISTURIZER SPF 25 DRY COMBINATION,2011-06-28,CLINIQUE LABORATORIES INC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=02e18eef-3ef1-4f02-a031-c127d0836f31
ed1b3a11-bc63-4fbc-b7f2-5f95d9763592,HUMAN OTC DRUG LABEL,Full Care  Povidone Iodine Solution,2014-09-29,"Shaoxing Fuqing Health Products Co., Ltd.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ed1b3a11-bc63-4fbc-b7f2-5f95d9763592
7437a43f-172a-4f4e-8132-fe23b00224f9,HUMAN PRESCRIPTION DRUG LABEL,Bexarotene,2017-06-01,"Upsher-Smith Laboratories, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7437a43f-172a-4f4e-8132-fe23b00224f9
73ce572a-263a-4fdc-852a-1513b3897a62,HUMAN OTC DRUG LABEL,BLUZEN HAND SANITIZER WINTERMINT,2020-09-10,"Remcoda, Llc",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=73ce572a-263a-4fdc-852a-1513b3897a62
13219b9d-2ce5-474a-934f-891d4af6887d,HUMAN OTC DRUG LABEL,Aspirin,2021-10-11,Kroger Company,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=13219b9d-2ce5-474a-934f-891d4af6887d
f4369f2f-fdc3-e48e-e053-2995a90a07f7,HUMAN OTC DRUG LABEL,Premium Moisturizing Sunscreen Broad Spectrum SPF 70,2023-02-06,"Wasatch Product Development, LLC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f4369f2f-fdc3-e48e-e053-2995a90a07f7
1e3ba752-5f1b-535d-e054-00144ff8d46c,HUMAN OTC DRUG LABEL,Organic Lavender Hand Sanitizer,2016-03-24,"Royal Labs Natural Cosmetics, Inc",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1e3ba752-5f1b-535d-e054-00144ff8d46c
d7d53a95-0398-4988-88aa-83e57de9c340,HUMAN PRESCRIPTION DRUG LABEL,Diazepam,2011-08-01,Contract Pharmacy Services-PA,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d7d53a95-0398-4988-88aa-83e57de9c340
a3ac7b63-92cc-05bd-e053-2995a90a501d,HUMAN OTC DRUG LABEL,Hand Sanitizer,2020-04-19,South Coast Distribution,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a3ac7b63-92cc-05bd-e053-2995a90a501d
8aa7bb73-96a3-4e6f-9490-76348dbea560,HUMAN PRESCRIPTION DRUG LABEL,Sodium FluorideF 18,2021-11-29,Essential Isotopes LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8aa7bb73-96a3-4e6f-9490-76348dbea560
240b537e-ff9b-45e3-9398-584372bd707a,HUMAN PRESCRIPTION DRUG LABEL,Diphenoxylate hydrochloride and atropine sulfate,2022-06-13,"Chartwell RX, LLC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=240b537e-ff9b-45e3-9398-584372bd707a
8e2e1aa6-2a35-4d3e-9bf2-80d298baf94e,HUMAN OTC DRUG LABEL,Clearasil Ultra Rapid Action Daily Wash,2016-06-14,Reckitt Benckiser LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8e2e1aa6-2a35-4d3e-9bf2-80d298baf94e
2f81b0c4-9ad9-4dda-8950-70321a8769e4,HUMAN PRESCRIPTION DRUG LABEL,Sertraline Hydrochloride,2021-12-27,Bryant Ranch Prepack,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2f81b0c4-9ad9-4dda-8950-70321a8769e4
e819ccb9-20f1-52fa-e053-2995a90a0b13,HUMAN OTC DRUG LABEL,AntibacterialSpring Rain,2022-11-14,Brands International Corporation,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=e819ccb9-20f1-52fa-e053-2995a90a0b13
35dc9e3f-37df-466f-abfb-3c397c2ca0db,HUMAN PRESCRIPTION DRUG LABEL,Irbesartan,2021-07-13,REMEDYREPACK INC.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=35dc9e3f-37df-466f-abfb-3c397c2ca0db
550df5b8-52cd-4bca-b19d-f40ce050e893,HUMAN OTC DRUG LABEL,ScleraCare Lidocaine HCL,2020-03-12,"ScleraCare, LLC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=550df5b8-52cd-4bca-b19d-f40ce050e893
59f296ff-48d4-4f26-b2a1-98cc82fc3c0c,HUMAN PRESCRIPTION DRUG LABEL,Atenolol,2011-10-25,"H.J. Harkins Company, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=59f296ff-48d4-4f26-b2a1-98cc82fc3c0c
390a0c89-a640-4a0b-aaf3-955b502fb33a,HUMAN OTC DRUG LABEL,N - TIME,2010-07-26,"SPIRIT PHARMACEUTICALS,LLC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=390a0c89-a640-4a0b-aaf3-955b502fb33a
07d48c66-4f1e-40c5-9cc8-bbb37de05537,HUMAN OTC DRUG LABEL,Durisan,2020-10-08,Sanit Technologies LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=07d48c66-4f1e-40c5-9cc8-bbb37de05537
a2f5a33c-9389-4fac-a470-89b089591e89,HUMAN OTC DRUG LABEL,careone gas relief,2017-11-06,American Sales Company,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a2f5a33c-9389-4fac-a470-89b089591e89
9236f378-3eb8-4566-8ea6-ddb343dc55c9,HUMAN PRESCRIPTION DRUG LABEL,Acetaminophen and Codeine Phosphate,2017-10-11,"NCS HealthCare of KY, LLC dba Vangard Labs",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9236f378-3eb8-4566-8ea6-ddb343dc55c9
331c70dc-005e-4d96-a35c-4d2d810aa3b1,HUMAN PRESCRIPTION DRUG LABEL,Benzonatate,2021-08-06,Zydus Pharmaceuticals (USA) Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=331c70dc-005e-4d96-a35c-4d2d810aa3b1
4e960d61-0828-40c2-bc42-7fafc020a8bc,HUMAN OTC DRUG LABEL,merry skin Hand Sanitizer,2020-09-24,"YEGREENA CO., LTD.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4e960d61-0828-40c2-bc42-7fafc020a8bc
65c27d6d-43ab-22ce-e053-2991aa0a5164,HUMAN PRESCRIPTION DRUG LABEL,Hydromorphone Hydrochloride,2019-09-10,Lohxa,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=65c27d6d-43ab-22ce-e053-2991aa0a5164
6062fd98-7663-f4b5-e053-2a91aa0acbc3,HUMAN PRESCRIPTION DRUG LABEL,LISINOPRIL,2018-11-15,St. Marys Medical Park Pharmacy,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6062fd98-7663-f4b5-e053-2a91aa0acbc3
9144c51a-5a76-43b9-958d-c0d9fd4269e5,HUMAN PRESCRIPTION DRUG LABEL,Ciclopirox,2019-12-13,"Taro Pharmaceuticals U.S.A., Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9144c51a-5a76-43b9-958d-c0d9fd4269e5
a2cb40a0-4e82-3fa9-e053-2995a90a4989,HUMAN OTC DRUG LABEL,Hand Sanitizer,2020-04-20,"INBC TRADING, LLC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a2cb40a0-4e82-3fa9-e053-2995a90a4989
0e2030f9-7345-4eac-a9a8-be8b1b87e2e0,HUMAN PRESCRIPTION DRUG LABEL,acyclovir,2021-02-22,Preferred Pharmaceuticals Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0e2030f9-7345-4eac-a9a8-be8b1b87e2e0
fc574e74-1fdc-4a61-a1ed-492ae43faed2,HUMAN PRESCRIPTION DRUG LABEL,Diphenhydramine,2019-10-03,"Fresenius Kabi USA, LLC",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=fc574e74-1fdc-4a61-a1ed-492ae43faed2
9fda8845-845c-43ca-98dc-8149751805e5,HUMAN OTC DRUG LABEL,Flormar BB White BW06 Warm Beige,2019-10-18,Kosan Kozmetik Sanayi ve Ticaret A.S.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9fda8845-845c-43ca-98dc-8149751805e5
27586e4f-66f1-4583-981c-e0bccb8b02e0,HUMAN PRESCRIPTION DRUG LABEL,Noxivent 102,2021-12-06,Linde Gas & Equipment Inc,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=27586e4f-66f1-4583-981c-e0bccb8b02e0
c96b1c5d-7004-4ee2-ad48-0ba963389f86,Human Prescription Drug Label,Minocycline Hydrochloride,2018-05-01,A-S Medication Solutions,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c96b1c5d-7004-4ee2-ad48-0ba963389f86
64ef6ae7-babe-44bf-9991-8a9f1c1a83bf,HUMAN OTC DRUG LABEL,"Rite Aid Anti-Cavity, Anti-Gingivitis",2010-12-08,Rite Aid,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=64ef6ae7-babe-44bf-9991-8a9f1c1a83bf
ed0cc0d8-6d3a-618d-e053-2995a90aa8d0,HUMAN OTC DRUG LABEL,Palm IslandBroad Spectrum SPF 30 Sunscreen,2022-11-09,Prime Enterprises Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ed0cc0d8-6d3a-618d-e053-2995a90aa8d0
0d92c55b-5b54-4f5d-8921-24e4e877ae50,HUMAN PRESCRIPTION DRUG LABEL,SODIUM SULFACETAMIDE,2011-08-01,"Exact-Rx, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0d92c55b-5b54-4f5d-8921-24e4e877ae50
68b1cb16-037e-46f7-9c1f-8ff728031356,HUMAN OTC DRUG LABEL,Sleep Aid,2021-11-11,Discount Drug Mart,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=68b1cb16-037e-46f7-9c1f-8ff728031356
11cfefee-d75e-430c-8817-02dc57de0e88,HUMAN PRESCRIPTION DRUG LABEL,Cephalexin,2022-04-25,Bryant Ranch Prepack,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=11cfefee-d75e-430c-8817-02dc57de0e88
b127bc0c-6e3b-4906-ab5f-6992a9775038,HUMAN PRESCRIPTION DRUG LABEL,Baclofen,2013-12-12,Aidarex Pharmaceuticals LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b127bc0c-6e3b-4906-ab5f-6992a9775038
270814fa-0109-6262-e054-00144ff8d46c,HUMAN OTC DRUG LABEL,Pumice Cleansing Scrub- 2.5% Benzoyl Peroxide,2020-01-23,"Only Yourx, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=270814fa-0109-6262-e054-00144ff8d46c
b106289d-346a-74df-e053-2995a90aa426,HUMAN OTC DRUG LABEL,Lemyn Organics Medical-Grade Hand Sanitizer,2021-02-26,Lemyn LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b106289d-346a-74df-e053-2995a90aa426
03042aa5-fb3b-4057-855b-84b7237eaeb1,HUMAN OTC DRUG LABEL,The Gargle,2015-01-22,"PBS Co., Ltd.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=03042aa5-fb3b-4057-855b-84b7237eaeb1
b0de9699-dee1-4462-9a85-a46734709f53,HUMAN OTC DRUG LABEL,banophen,2021-01-01,Proficient Rx LP,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b0de9699-dee1-4462-9a85-a46734709f53
adc00888-033c-d9a1-e053-2995a90a7d97,HUMAN OTC DRUG LABEL,Alcohol-Free Antiseptic Gel,2020-08-25,"Bioagaves de la Costa, S.A. de C.V.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=adc00888-033c-d9a1-e053-2995a90a7d97
71c14259-e5ff-4841-e053-2995a90af818,HUMAN PRESCRIPTION DRUG LABEL,Metronidazole,2021-02-11,"NuCare Pharmaceuticals,Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=71c14259-e5ff-4841-e053-2995a90af818
d0b5d9c3-e170-43cd-a364-5737af9960fa,HUMAN OTC DRUG LABEL,TISSUE HANDZER,2020-10-08,PT. DUALIMA INDUSTRIES,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d0b5d9c3-e170-43cd-a364-5737af9960fa
f818ed31-c746-4171-afdf-57a75434e5f1,HUMAN PRESCRIPTION DRUG LABEL,ciprofloxacin,2022-08-23,Major Pharmaceuticals,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f818ed31-c746-4171-afdf-57a75434e5f1
f63ecf22-fb2b-8677-5bfe-c6ac368977a3,HUMAN OTC DRUG LABEL,Peri-Colace,2013-09-16,Purdue Products LP,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f63ecf22-fb2b-8677-5bfe-c6ac368977a3
a2c60eac-ad2d-4b1a-829f-61a60055502b,HUMAN OTC DRUG LABEL,Rimmel LondonMoisture Renew Lipgloss - Pink Benefit (105),2010-10-20,Lancaster S.A.M.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a2c60eac-ad2d-4b1a-829f-61a60055502b
a342632f-d19f-0f57-e053-2995a90aa7b9,HUMAN OTC DRUG LABEL,Diphenhydramine Hydrochloride,2020-04-24,Contract Pharmacal Corp.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a342632f-d19f-0f57-e053-2995a90aa7b9
429dc736-4c44-4119-bf71-98244acec6db,HUMAN PRESCRIPTION DRUG LABEL,Urea 41 Percent,2020-11-05,Bryant Ranch Prepack,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=429dc736-4c44-4119-bf71-98244acec6db
f62aa88d-1e25-4049-87ec-99d42edd1d31,HUMAN PRESCRIPTION DRUG LABEL,Doxorubicin Hydrochloride,2021-03-15,Hikma Pharmaceuticals USA Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f62aa88d-1e25-4049-87ec-99d42edd1d31
448c59cf-c93a-40ca-88e9-c51a31069d4b,HUMAN OTC DRUG LABEL,Light Beam Hand Repair Cream Broad Spectrum SPF 18,2016-04-28,"Allure Labs, Inc",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=448c59cf-c93a-40ca-88e9-c51a31069d4b
a07d8829-8753-476a-84fe-432c73f2c70d,HUMAN PRESCRIPTION DRUG LABEL,teriflunomide,2019-11-05,"Glenmark Pharmaceuticals Inc., USA",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a07d8829-8753-476a-84fe-432c73f2c70d
ca906e96-fedc-06fb-e053-2995a90af2df,HUMAN OTC DRUG LABEL,Tavos Liquid Hand Sanitizer,2021-08-27,Tavos Industries Inc.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ca906e96-fedc-06fb-e053-2995a90af2df
caddf108-5ee6-4f1b-8888-e389f11c8f25,HUMAN PRESCRIPTION DRUG LABEL,Myrbetriq,2022-02-14,REMEDYREPACK INC.,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=caddf108-5ee6-4f1b-8888-e389f11c8f25
76ce7e72-2b3f-46dc-9932-6862b883c391,HUMAN OTC DRUG LABEL,Tartar Control Plus,2021-03-30,"CVS Pharmacy, Inc",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=76ce7e72-2b3f-46dc-9932-6862b883c391
aceef61c-05eb-4fac-88dc-5017da5e964c,HUMAN OTC DRUG LABEL,Quick Numb,2021-11-19,"Clinical Resolution Laboratory, Inc.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=aceef61c-05eb-4fac-88dc-5017da5e964c
94df04cc-a430-c57a-e053-2995a90a7fb4,HUMAN OTC DRUG LABEL,Fluoride Gel,2019-10-14,"Yangzhou Tracey Daily Chemical Plastic Co., Ltd.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=94df04cc-a430-c57a-e053-2995a90a7fb4
2ea403c5-f20e-4ffc-ad71-03f1c5ec1d4c,HUMAN PRESCRIPTION DRUG LABEL,Rosuvastatin Calcium,2019-04-30,A-S Medication Solutions,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2ea403c5-f20e-4ffc-ad71-03f1c5ec1d4c
f08401ce-bb52-3e6b-e053-2995a90ad595,HUMAN OTC DRUG LABEL,Acnecare Dermacontrol Cream,2022-12-23,Spa de Soleil,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f08401ce-bb52-3e6b-e053-2995a90ad595
de34a4e6-5920-4dd1-e053-2995a90a0ee8,HUMAN OTC DRUG LABEL,Cream,2022-05-04,Oxygen Development LLC,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=de34a4e6-5920-4dd1-e053-2995a90a0ee8
ac102599-3a5b-4154-899e-6ff262be7ff7,HUMAN PRESCRIPTION DRUG LABEL,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",2020-01-24,"SUNRISE PHARMACEUTICAL, INC.",https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ac102599-3a5b-4154-899e-6ff262be7ff7
