id,struct_id,meddra_name,meddra_code,level,llr,llr_threshold,drug_ae,drug_no_ae,no_drug_ae,no_drug_no_ae
6525757,52,Neurotoxicity,10029350,PT,12.012,11.721,160,446719,17850,34492202
6485670,4848,Creutzfeldt-Jakob disease,10011384,PT,31.193,18.764,7,23846,37,34933041
6472416,1751,Atrioventricular block first degree,10003674,PT,29.881,11.207,10,329032,6082,34621807
6519743,2389,Meningioma,10027191,PT,13.322,13.033,19,106166,1417,34849329
6559603,1125,Miller Fisher syndrome,10049567,PT,25.063,11.133,9,59948,113,34896861
6473683,1768,Blindness cortical,10005177,PT,17.46,10.36,13,123558,380,34832980
6590392,4901,Left atrial dilatation,10067286,PT,14.639,10.184,30,161268,1966,34793667
6566585,1137,Brain natriuretic peptide increased,10053405,PT,14.533,13.735,21,30121,5638,34921151
6470102,2445,Arrhythmia,10003119,PT,17.755,11.253,352,245424,35456,34675699
6600765,1112,Varicella zoster virus infection,10075611,PT,23.699,14.452,25,81657,1781,34873468
6495471,1540,Encephalocele,10014617,PT,15.733,12.094,3,67997,0,34888931
6569495,1992,Necrotising enterocolitis neonatal,10055667,PT,12.409,10.64,9,129743,240,34826939
6557995,4975,Cytomegalovirus enterocolitis,10049015,PT,25.39,11.799,28,174665,966,34781272
6525602,2459,Neuropathy peripheral,10029331,PT,21.266,16.321,33,35961,83230,34837707
6536623,4072,Pulmonary alveolar haemorrhage,10037313,PT,14.397,10.28,17,230779,7495,34718640
6591905,1800,Pharyngeal haematoma,10068121,PT,21.721,18.865,4,3223,66,34953638
6499374,4072,Flatulence,10016766,PT,11.362,10.28,200,230596,20998,34705137
6533988,960,Pneumonia salmonella,10035733,PT,16.99,14.221,6,84494,49,34872382
6599713,4160,Pulmonary pain,10074693,PT,64.613,16.956,20,8420,1204,34947287
6598374,2083,Drug reaction with eosinophilia and systemic symptoms,10073508,PT,40.232,18.491,41,7017,32971,34916902
6561203,4904,Ventricular hypokinesia,10050510,PT,13.383,11.644,7,193530,5545,34757849
6605736,973,Product dispensing error,10080359,PT,45.549,12.259,38,26620,6236,34924037
6564228,4207,Infusion related reaction,10051792,PT,40.572,13.795,6,39782,53051,34864092
6554041,659,Visual impairment,10047571,PT,20.346,10.515,167,95099,35635,34826030
6564441,1860,Coronavirus infection,10051905,PT,30.017,12.771,31,41424,4276,34911200
6553530,380,Vertebrobasilar insufficiency,10047334,PT,14.149,10.892,9,193381,126,34763415
6603675,124,Therapy partial responder,10078115,PT,24.938,10.773,15,221621,9601,34725694
6463550,4634,Abdominal discomfort,10000059,PT,35.187,27.027,53,7430,59782,34889666
6491131,723,Drug dependence,10013663,PT,726.312,50.955,300,14483,23917,34918231
6603881,2245,Pulmonary mucormycosis,10078354,PT,18.864,10.576,23,202617,760,34753531
6555374,1482,White blood cell count increased,10047943,PT,18.401,18.102,14,42704,41137,34873076
6565463,4072,Wound,10052428,PT,27.339,10.28,180,230616,14684,34711451
6511541,786,Ileus paralytic,10021333,PT,23.339,20.273,19,13461,5978,34937473
6588196,180,Drug dispensed to wrong patient,10065634,PT,20.067,11.679,11,46393,513,34910014
6545688,475,Spinal osteoarthritis,10041591,PT,13.241,10.824,37,62900,7646,34886348
6587520,786,Lower respiratory tract infection fungal,10065187,PT,39.233,20.273,13,13467,605,34942846
6595189,183,Toxicity to various agents,10070863,PT,12.414,11.156,2238,348642,198124,34407927
6482085,4983,Chronic lymphocytic leukaemia recurrent,10008961,PT,54.052,21.859,15,12934,395,34943587
6570940,1768,Parvovirus infection,10057343,PT,29.601,10.36,19,123552,434,34832926
6513003,4934,Injection site reaction,10022095,PT,25.251,15.005,64,60528,12969,34883370
6555748,4207,Mental status changes,10048294,PT,66.432,13.795,139,39649,37944,34879199
6589711,1559,Metastatic salivary gland cancer,10066882,PT,37.553,13.919,7,60270,0,34896654
6584813,1112,Stem cell transplant,10063581,PT,114.533,14.452,68,81614,2071,34873178
6540997,5157,Rhabdomyolysis,10039020,PT,29.19,13.62,32,49434,68131,34839334
6525367,1606,Neuroleptic malignant syndrome,10029282,PT,433.076,10.314,460,152248,17474,34786749
6545494,4207,Speech disorder,10041466,PT,52.276,13.795,100,39688,25586,34891557
6578985,2253,Abnormal behaviour,10061422,PT,97.956,11.679,87,405218,24882,34526744
6505024,2552,Heart rate irregular,10019304,PT,49.075,11.088,9,171227,15798,34769897
6480563,1751,Cerebral haemorrhage,10008111,PT,44.129,11.207,174,328868,34763,34593126
6467825,4974,Anal ulcer,10002180,PT,15.719,12.216,22,195829,864,34760216
6608160,2801,Cutaneous mucormycosis,10082722,PT,20.211,16.084,7,26133,189,34930602
6541978,2840,Schizophrenia,10039626,PT,14.2,10.849,130,315794,8536,34632471
6492479,1176,Drug level increased,10013722,PT,30.634,14.801,36,10797,22060,34924038
6508280,4904,Hypernatraemia,10020679,PT,30.805,11.644,5,193532,8485,34754909
6485179,2798,Coronary artery disease,10011078,PT,19.215,11.286,32,58482,48273,34850144
6487154,2825,Dehydration,10012174,PT,21.887,14.121,228,91968,129741,34734994
6585194,2838,Atrioventricular septal defect,10063836,PT,28.076,10.319,16,162792,218,34793905
6574985,4174,Drug resistance,10059866,PT,34.885,28.071,25,3384,25902,34927620
6497135,1336,Extrapyramidal disorder,10015832,PT,17.516,10.589,7,97613,12873,34846438
6533018,144,Platelet count decreased,10035528,PT,23.594,15.75,10,14456,119707,34822758
6537700,2402,Pyrexia,10037660,PT,16.587,15.993,70,13528,332943,34610390
6540651,4995,Reticulocyte count abnormal,10038788,PT,18.377,12.116,4,37281,10,34919636
6608174,4746,Monoclonal immunoglobulin increased,10082825,PT,39.983,18.776,14,61856,157,34894904
6584853,5247,Acute lymphocytic leukaemia recurrent,10063620,PT,152.08,32.645,38,2935,3006,34950952
6603166,2245,Restrictive allograft syndrome,10077506,PT,19.272,10.576,7,202633,22,34754269
6576949,722,Electrocardiogram ST-T change,10061117,PT,16.761,14.944,16,147357,553,34809005
6515224,4968,Joint ankylosis,10023198,PT,58.232,19.526,28,30024,1544,34925335
6599462,1155,Appendicolith,10074458,PT,82.983,28.233,30,2874,8571,34945456
6557945,1547,Spinal cord haemorrhage,10048992,PT,11.654,10.108,10,137221,323,34819377
6528974,2870,Overdose,10033295,PT,105.778,10.23,473,85220,90586,34780652
6472116,3094,Atrial fibrillation,10003658,PT,31.936,27.071,19,22142,122374,34812396
6474419,2708,Blood creatinine increased,10005483,PT,67.751,12.059,370,69207,94606,34792748
6563124,105,Malignant neoplasm progression,10051398,PT,113.118,10.861,224,210072,87822,34658813
6497106,852,Extrapyramidal disorder,10015832,PT,88.753,11.169,148,105393,12732,34838658
6542435,972,Sedation,10039897,PT,92.455,11.194,165,75997,20841,34859928
6555926,136,Mobility decreased,10048334,PT,14.433,10.682,50,113824,30078,34812979
6483001,480,Colon cancer recurrent,10009952,PT,33.909,14.462,11,53625,112,34903183
6582329,4265,Lymphocyte morphology abnormal,10062047,PT,21.545,15.064,9,21274,505,34935143
6517650,597,Loss of consciousness,10024855,PT,29.999,13.434,154,32338,82513,34841926
6548450,5089,Tachycardia,10043071,PT,62.93,23.759,12,41355,84760,34830804
6541495,2677,Rhinitis allergic,10039085,PT,24.227,11.254,34,88123,3016,34865758
6604668,2677,Atheroembolism,10079261,PT,18.23,11.254,11,88146,319,34868455
6588330,4682,Bronchial haemorrhage,10065739,PT,45.055,34.106,10,2007,699,34954215
6562256,2553,Therapy non-responder,10051082,PT,12.879,12.638,99,50552,39047,34867233
6584176,1223,Hormone-refractory prostate cancer,10062904,PT,47.403,27.192,10,1518,730,34954673
6482506,2807,Clostridium difficile colitis,10009657,PT,116.434,11.734,167,85530,15563,34855671
6470564,4966,Arthralgia,10003239,PT,93.623,15.303,461,46119,169580,34740771
6539983,2146,Respiratory depression,10038678,PT,49.436,10.949,271,297765,15974,34642921
6483042,4904,Colostomy closure,10010045,PT,25.581,11.644,10,193527,43,34763351
6574208,2446,Viral haemorrhagic cystitis,10059346,PT,14.919,14.316,9,20157,1171,34935594
6494519,1231,Ear malformation,10014016,PT,16.363,10.281,14,203588,299,34753030
6531011,945,Paralysis recurrent laryngeal nerve,10033830,PT,17.388,13.247,4,13118,47,34943762
6474503,3017,Blood creatinine increased,10005483,PT,22.564,11.211,82,58297,94894,34803658
6566032,4987,Musculoskeletal stiffness,10052904,PT,25.416,13.195,13,43261,46667,34866990
6601014,282,Medical device site warmth,10076148,PT,14.041,11.198,3,59844,3,34897081
6569590,4996,Haemorrhage,10055798,PT,82.698,19.08,91,10905,51279,34894656
6544800,4268,Sleep disorder therapy,10040990,PT,34.741,17.255,11,5965,1012,34949943
6592094,4519,Oropharyngeal discomfort,10068318,PT,22.084,21.78,9,3212,3187,34950523
6518468,2436,Lymphoma,10025310,PT,11.207,10.473,15,115841,12492,34828583
6570416,85,Gastric disorder,10056819,PT,14.731,10.955,90,134303,12351,34810187
6467505,302,Anaemia,10002034,PT,46.633,17.428,354,29979,232981,34693617
6603068,345,Multiple organ dysfunction syndrome,10077361,PT,130.197,113.658,67,1669,76499,34878696
6608542,4196,Attention deficit hyperactivity disorder,10083622,PT,14.277,10.643,44,237146,2515,34717226
6497491,2544,Eyelid oedema,10015993,PT,15.559,14.819,26,46646,5098,34905161
6570844,1920,Laryngeal dysplasia,10057259,PT,27.369,13.418,4,13735,0,34943192
6491993,4182,Drug interaction,10013710,PT,75.694,11.5,1159,121094,224787,34609891
6479083,4239,Cardiac failure congestive,10007559,PT,680.604,12.477,3037,598029,80233,34275632
6538723,1239,Rebound effect,10038001,PT,15.534,14.27,13,17533,3261,34936124
6605327,1539,Subchondral insufficiency fracture,10079864,PT,17.958,12.369,4,48318,8,34908601
6587492,2152,Excessive eye blinking,10065166,PT,46.507,12.765,19,39058,540,34917314
6562732,2803,Madarosis,10051235,PT,19.718,11.496,12,135958,225,34820736
6463589,1710,Abdominal distension,10000060,PT,36.666,12.462,179,52133,58313,34846306
6541638,1384,Rickets,10039119,PT,15.465,12.717,4,20096,50,34936781
6478011,1258,Bundle branch block right,10006582,PT,11.782,11.615,131,385932,7385,34563483
6596656,257,Haemophagocytic lymphohistiocytosis,10071583,PT,65.415,11.688,27,366614,12946,34577344
6606943,2706,Wrong patient received product,10081577,PT,23.4,13.166,20,34244,2634,34920033
6552029,2389,Upper respiratory tract infection,10046306,PT,31.846,13.033,32,106153,33027,34817719
6530477,4975,Pancytopenia,10033661,PT,227.91,11.799,1011,173682,94146,34688092
6563843,4955,Metastases to peritoneum,10051676,PT,45.683,24.862,21,17363,1823,34937724
6471774,4484,Asthma,10003553,PT,179.441,26.823,97,4839,42559,34909436
6542748,4167,Sensory disturbance,10040026,PT,75.851,16.678,49,23599,6128,34927155
6591813,2638,Chimerism,10068051,PT,36.728,34.264,9,8092,234,34948596
6511085,2152,Hypotonia,10021118,PT,34.116,12.765,43,39034,7810,34910044
6534300,4182,Pollakiuria,10036018,PT,11.563,11.5,33,122220,19641,34815037
6594234,4934,Device issue,10069868,PT,368.989,15.005,223,60369,9554,34886785
6582005,1990,Brain scan abnormal,10061943,PT,18.486,10.931,30,306036,850,34650015
6470548,1329,Arthralgia,10003239,PT,26.243,16.647,22,15435,170019,34771455
6606367,4253,Incorrect route of product administration,10081202,PT,13.966,10.448,52,53118,14793,34888968
6492919,2302,Dry skin,10013786,PT,24.69,15.946,3,39160,31284,34886484
6581435,1977,Neutrophil morphology abnormal,10061869,PT,13.125,11.432,4,25132,74,34931721
6490571,522,Dizziness postural,10013578,PT,20.91,10.904,55,112511,6109,34838256
6487940,269,Depressed mood,10012374,PT,11.129,11.108,16,77633,19301,34859981
6521200,1771,Mood swings,10027951,PT,12.174,10.716,10,152981,7891,34796049
6566640,3317,Injection site swelling,10053425,PT,80.538,14.791,4,295034,11523,34650370
6593861,4202,Ultrafiltration failure,10069568,PT,113.955,30.789,20,5288,143,34951480
6595727,1113,Craniocerebral injury,10070976,PT,28.788,17.839,13,5828,3250,34947840
6496270,522,Epilepsy,10015037,PT,18.766,10.904,25,112541,21470,34822895
6489113,1579,Diarrhoea,10012735,PT,32.854,10.387,393,51183,389519,34515836
6588313,2868,Oral cavity fistula,10065720,PT,274.723,13.34,59,45185,101,34911586
6484262,1395,Confusional state,10010305,PT,97.197,13.033,95,73057,144065,34739714
6506129,5158,Hepatitis C RNA positive,10019750,PT,15.45,14.562,6,33972,172,34922781
6498993,2797,Feeling abnormal,10016322,PT,14.815,11.962,22,32149,63213,34861547
6554531,4935,Vomiting,10047700,PT,61.182,52.865,169,8743,247452,34700567
6580887,180,Disease progression,10061818,PT,49.985,11.679,42,46362,108035,34802492
6565729,2255,Drug tolerance,10052804,PT,37.501,10.6,54,151639,2828,34802410
6583869,1358,Thrombosis in device,10062546,PT,130.747,11.808,75,54329,3250,34899277
6597529,916,Chronic spontaneous urticaria,10072757,PT,13.661,10.938,10,271679,124,34685118
6589652,1836,Bronchial secretion retention,10066820,PT,125.366,11.086,65,83662,1471,34871733
6474159,1125,Blood creatine phosphokinase,10005467,PT,14.588,11.133,6,59951,111,34896863
6600399,1802,Mixed dementia,10075174,PT,21.035,14.328,8,27426,270,34929227
6582971,4195,Nasal disorder,10062209,PT,18.206,10.52,37,204704,1891,34750299
6491761,5051,Drug ineffective,10013709,PT,306.52,45.543,283,2954,456468,34497226
6560474,435,Abulia,10050013,PT,24.148,11.69,14,57360,586,34898971
6488413,678,Dermatitis exfoliative,10012455,PT,14.55,11.927,20,23354,6619,34926938
6478885,2138,Cardiac failure,10007554,PT,49.206,21.159,89,9491,91159,34856192
6602842,1393,Multiple organ dysfunction syndrome,10077361,PT,16.447,11.343,196,57491,76370,34822874
6603366,1559,Product availability issue,10077800,PT,14.363,13.919,17,60260,1870,34894784
6530122,294,Palpitations,10033557,PT,15.619,13.441,44,14414,39942,34902531
6592647,4713,Anti-cyclic citrullinated peptide antibody positive,10068798,PT,91.712,20.107,52,66507,1791,34888581
6463736,3128,Abdominal pain,10000081,PT,50.472,16.313,214,20902,163404,34772411
6515991,2054,Lactic acidosis,10023676,PT,25.633,11.041,434,302649,34338,34619510
6473845,581,Blood bilirubin increased,10005364,PT,13.413,10.519,34,67248,38262,34851387
6601416,845,Product use issue,10076309,PT,18.835,10.03,82,83263,63134,34810452
6500295,4978,Furuncle,10017553,PT,110.598,13.862,125,237033,3233,34716540
6497832,1563,Fall,10016173,PT,15.324,10.939,706,97390,202179,34656656
6504709,5263,Headache,10019211,PT,50.066,36.402,68,2558,200567,34753738
6479246,4956,Cardiac failure congestive,10007559,PT,62.551,13.741,83,96495,83187,34777166
6585511,2492,Cardiac septal defect,10064021,PT,66.431,21.441,12,1904,307,34954708
6546959,2807,Sudden death,10042434,PT,16.961,11.734,8,85689,15193,34856041
6482841,972,Colitis,10009887,PT,12.716,11.194,41,76121,37709,34843060
6528638,962,Osteonecrosis,10031264,PT,16.585,10.24,31,175917,14859,34766124
6551652,530,Type I hypersensitivity,10045240,PT,22.772,14.89,11,13989,1328,34941603
6544073,463,Sinusitis,10040753,PT,56.522,10.182,319,138871,41083,34776658
6497298,3317,Eye infection,10015929,PT,34.82,14.791,88,294950,3585,34658308
6535330,5135,Productive cough,10036790,PT,76.319,29.24,68,8598,37745,34910520
6479181,1301,Cardiac failure congestive,10007559,PT,305.535,12.157,411,37261,82859,34836400
6595924,758,Posterior reversible encephalopathy syndrome,10071066,PT,382.829,12.774,344,167611,9610,34779366
6506087,2475,Hepatitis C,10019744,PT,26.787,10.86,88,127638,9742,34819463
6501050,4205,Gastroenteritis,10017888,PT,14.484,10.605,169,262851,14231,34679680
6570254,770,Geotrichum infection,10056660,PT,70.026,14.08,30,76943,474,34879484
6499931,1751,Frequent bowel movements,10017367,PT,53.861,11.207,251,328791,12536,34615353
6551755,678,Umbilical hernia,10045458,PT,13.25,11.927,16,23358,4661,34928896
6573415,2815,Pseudomonal sepsis,10058877,PT,31.803,13.541,21,18281,3526,34935103
6563583,722,Large intestine polyp,10051589,PT,23.141,14.944,3,147370,7911,34801647
6545349,1540,Somnolence,10041349,PT,210.616,12.094,581,67419,110535,34778396
6503689,1225,Haemoptysis,10018964,PT,11.847,10.556,114,69418,34892,34852507
6519310,1258,Medication error,10027091,PT,17.066,11.615,386,385677,25179,34545689
6515561,989,Kaposi's sarcoma,10023284,PT,72.907,16.718,25,20102,858,34935946
6502571,435,Gun shot wound,10018794,PT,20.36,11.69,16,57358,1112,34898445
6496053,4265,Eosinophilia,10014950,PT,130.252,15.064,116,21167,26106,34909542
6523201,4133,Myocardial infarction,10028596,PT,67.837,13.146,132,90541,120953,34745305
6547400,2717,Suicide attempt,10042464,PT,117.28,11.258,205,49828,38911,34867987
6483692,1189,Complications of bone marrow transplant,10010162,PT,20.396,18.172,9,51813,232,34904877
6517167,1336,Liver disorder,10024670,PT,12.21,10.589,49,97571,32948,34826363
6547773,668,Swelling face,10042682,PT,15.594,11.627,58,38033,23047,34895793
6539756,4904,Respiratory arrest,10038669,PT,96.394,11.644,19,193518,28024,34735370
6520173,4958,Metabolic acidosis,10027417,PT,19.322,16.868,14,41245,43666,34872006
6474482,1751,Blood creatinine increased,10005483,PT,133.335,11.207,453,328589,94523,34533366
6480415,1540,Cerebellar syndrome,10008072,PT,15.329,12.094,21,67979,2367,34886564
6582696,1676,Seronegative arthritis,10062164,PT,40.934,11.726,19,28506,1020,34927386
6523701,1563,Myositis,10028653,PT,11.674,10.939,10,98086,12060,34846775
6467939,1471,Anaphylactic reaction,10002198,PT,63.752,50.532,37,2802,32264,34921828
6575365,760,Haematoma evacuation,10060733,PT,20.575,10.791,11,122449,178,34834293
6606489,1767,Product residue present,10081359,PT,20.93,13.082,21,42554,2725,34911631
6552570,26,Urticaria,10046735,PT,28.77,13.791,80,94159,62297,34800395
6481573,1859,Cholangitis,10008604,PT,15.316,11.778,66,123113,8623,34825129
6470996,419,Ascites,10003445,PT,12.545,10.672,37,57250,46534,34853110
6547479,916,Sulphaemoglobinaemia,10042490,PT,13.72,10.938,6,271683,24,34685218
6557377,824,Performance status decreased,10048919,PT,24.229,11.565,85,302881,4052,34649913
6547752,2846,Swelling,10042674,PT,17.748,14.379,13,39269,42353,34875296
6545425,723,Somnolence,10041349,PT,62.334,50.955,142,14641,110974,34831174
6526945,2706,Nystagmus,10029864,PT,40.497,13.166,35,34229,4680,34917987
6590937,192,Low birth weight baby,10067508,PT,30.65,10.152,54,65489,7851,34883537
6518137,2825,Lymphadenitis,10025188,PT,83.237,14.121,57,92139,1971,34862764
6593817,2552,Acanthamoeba keratitis,10069408,PT,30.266,11.088,7,171229,0,34785695
6469235,269,Anxiety,10002855,PT,30.882,11.108,115,77534,99313,34779969
6486923,256,Death,10011906,PT,100.023,22.098,25,15133,398024,34543749
6470828,1606,Arthropathy,10003285,PT,28.404,10.314,46,152662,26861,34777362
6572051,1768,Incision site pain,10058043,PT,39.202,10.36,40,123531,1798,34831562
6555106,4298,White blood cell count decreased,10047942,PT,17.991,11.562,237,124863,95208,34736623
6476157,2677,Blood pressure systolic increased,10005760,PT,35.562,11.254,133,88024,22819,34845955
6609162,5385,COVID-19 pneumonia,10084380,PT,61.103,30.085,28,2485,16939,34937479
6594713,4923,Autoimmune neuropathy,10070439,PT,49.563,14.164,14,92609,43,34864265
6562738,1782,Dyschezia,10051244,PT,14.493,10.278,16,67198,1462,34888255
6517000,1336,Lip ulceration,10024572,PT,10.795,10.589,12,97608,757,34858554
6484866,2389,Convulsive threshold lowered,10010927,PT,13.56,13.033,12,106173,526,34850220
6506326,2302,Hepatocellular injury,10019837,PT,15.979,15.946,58,39105,22153,34895615
6468779,4848,Anion gap increased,10002528,PT,30.691,18.764,18,23835,1878,34931200
6552785,1433,Varicose vein,10046996,PT,26.053,13.875,13,17412,1350,34938156
6539320,2813,Renal failure,10038435,PT,23.97,10.807,181,77619,130376,34748755
6545396,1708,Somnolence,10041349,PT,19.095,14.231,25,21894,111091,34823921
6492805,1563,Dry mouth,10013781,PT,14.674,10.939,40,98056,30125,34828710
6536389,380,Psoriatic arthropathy,10037162,PT,30.268,10.892,39,193351,19759,34743782
6474608,5141,Blood fibrinogen decreased,10005520,PT,29.02,20.72,12,11554,1218,34944147
6578725,4829,Skin injury,10061364,PT,46.051,30.59,36,61599,2309,34892987
6555939,2807,Mobility decreased,10048334,PT,34.968,11.734,15,85682,30113,34841121
6591880,1751,Engraft failure,10068081,PT,32.839,11.207,31,329011,456,34627433
6570603,4904,Enterocolonic fistula,10056991,PT,51.162,11.644,20,193517,86,34763308
6536628,4461,Pulmonary alveolar haemorrhage,10037313,PT,10.51,10.174,14,180389,7498,34769030
6588156,435,Suicidal behaviour,10065604,PT,14.595,11.69,15,57359,1482,34898075
6531534,5063,Pathological fracture,10034156,PT,20.968,16.955,20,23836,4371,34928704
6542319,3317,Sedation,10039897,PT,141.514,14.791,9,295029,20997,34640896
6494064,124,Dyspnoea at rest,10013969,PT,12.667,10.773,53,221583,3775,34731520
6585002,26,Hypophagia,10063743,PT,29.694,13.791,136,94103,23886,34838806
6465471,4133,Adrenal insufficiency,10001367,PT,87.656,13.146,142,90531,13905,34852353
6477594,2350,Bronchiolitis,10006448,PT,12.05,10.757,16,37804,3160,34915951
6538436,1786,Rash maculo-papular,10037868,PT,55.801,10.915,85,273413,28366,34655067
6565591,668,Deafness bilateral,10052556,PT,14.46,11.627,11,38080,1103,34917737
6539806,2475,Respiratory arrest,10038669,PT,12.044,10.86,57,127669,27986,34801219
6538745,391,Rectal adenocarcinoma,10038019,PT,20.35,12.945,16,78199,812,34877904
6586913,1982,Pulmonary arterial hypertension,10064911,PT,17.437,12.115,3,108119,8736,34840073
6537422,1980,Pulse abnormal,10037466,PT,25.442,15.078,17,42467,1244,34913203
6501135,4239,Gastrointestinal arteriovenous malformation,10017932,PT,26.334,12.477,32,601034,334,34355531
6585767,26,Incorrect dose administered,10064355,PT,62.536,13.791,16,94223,40499,34822193
6559085,4805,Treatment noncompliance,10049414,PT,167.858,18.256,109,11595,27991,34917236
6490252,708,Diverticulum intestinal,10013559,PT,11.626,10.943,50,201412,3971,34751498
6530475,1676,Pancytopenia,10033661,PT,12.521,11.726,38,28487,95119,34833287
6475973,1709,Blood pressure increased,10005750,PT,60.902,14.899,19,45140,88083,34823689
6532070,1264,Peripheral vascular disorder,10034636,PT,10.79,10.481,57,199323,4979,34752572
6519936,1859,Meningoencephalitis herpetic,10027285,PT,44.944,11.778,31,123148,804,34832948
6522726,4923,Myelitis,10028524,PT,25.993,14.164,20,92603,827,34863481
6516590,882,Leukopenia,10024384,PT,38.149,11.141,49,76555,62807,34817520
6506861,26,Hiccups,10020039,PT,85.428,13.791,120,94119,9962,34852730
6477862,668,Bronchospasm,10006482,PT,13.99,11.627,34,38057,10697,34908143
6522466,4956,Myalgia,10028411,PT,45.66,13.741,103,96475,84007,34776346
6579663,703,Pseudomonas infection,10061471,PT,15.803,10.716,10,111644,12372,34832905
6581534,475,Obstructive airways disorder,10061877,PT,17.052,10.824,64,62873,15430,34878564
6511542,1513,Ileus paralytic,10021333,PT,25.728,14.556,21,14932,5976,34936002
6596433,1904,Foetal exposure during pregnancy,10071404,PT,654.744,19.272,295,11127,37806,34907703
6541794,4974,Sacroiliitis,10039361,PT,26.286,12.216,37,195814,1461,34759619
6548166,183,Synovitis,10042868,PT,48.28,11.156,42,350838,14024,34592027
6467496,1606,Anaemia,10002034,PT,52.879,10.314,710,151998,232625,34571598
6506847,2253,Hiccups,10020039,PT,30.898,11.679,43,405262,10039,34541587
6534256,1053,Poisoning deliberate,10036000,PT,82.104,10.292,94,77344,7750,34871743
6556272,4244,Musculoskeletal disorder,10048592,PT,13.515,13.101,16,17248,6188,34933479
6540545,1053,Restlessness,10038743,PT,66.37,10.292,163,77275,25319,34854174
6496058,2798,Eosinophilia,10014950,PT,33.169,11.286,108,58406,26114,34872303
6547441,3094,Suicide attempt,10042464,PT,494.577,27.071,308,21853,38808,34895962
6586115,2372,Renal aplasia,10064655,PT,18.575,10.279,20,157645,746,34798520
6597311,2407,Dropped head syndrome,10072442,PT,35.699,22.39,8,7785,145,34948993
