id,struct_id,meddra_name,meddra_code,level,llr,llr_threshold,drug_ae,drug_no_ae,no_drug_ae,no_drug_no_ae
253,198,Intraventricular haemorrhage,10022840,PT,23.402,19.918,16,853,140,88783
254,1164,Intraventricular haemorrhage,10022840,PT,32.491,30.683,14,295,142,89341
255,972,Liver disorder,10024670,PT,29.804,28.204,8,374,9,89401
256,2803,Low set ears,10024929,PT,42.136,22.916,15,865,20,88892
257,1579,Methaemoglobinaemia,10027496,PT,67.176,54.135,13,24,68,89687
258,1028,Methaemoglobinaemia,10027496,PT,32.773,29.152,10,151,71,89560
259,3017,Methaemoglobinaemia,10027496,PT,53.977,21.158,9,5,72,89706
260,2813,Mitral valve incompetence,10027727,PT,27.87,25.541,12,2117,7,87656
261,1164,Muscle rigidity,10028330,PT,48.983,30.683,11,298,3,89480
262,1407,Nasal congestion,10028735,PT,22.439,22.063,9,741,25,89017
263,1606,Nasal congestion,10028735,PT,26.021,25.347,9,491,25,89267
264,2813,Neonatal asphyxia,10028923,PT,27.434,25.541,22,2107,89,87574
265,1606,Neonatal asphyxia,10028923,PT,30.481,25.347,14,486,97,89195
266,1762,Neonatal respiratory failure,10028975,PT,38.07,26.604,33,1359,252,88148
267,1786,Neonatal respiratory failure,10028975,PT,49.939,28.068,34,977,251,88530
268,4198,Neurotoxicity,10029350,PT,32.173,25.922,8,294,8,89482
269,2861,Neutropenia,10029354,PT,55.297,33.208,33,995,184,88580
270,1539,Neutropenia,10029354,PT,37.646,36.601,22,638,195,88937
271,1407,Oliguria,10030302,PT,33.351,22.063,10,740,6,89036
272,2865,Opisthotonus,10030899,PT,35.794,29.742,8,117,17,89650
273,52,Overdose,10033295,PT,16.936,13.824,9,902,44,88837
274,2286,Pleural effusion,10035598,PT,47.433,26.227,11,217,11,89553
275,2861,Pregnancy,10036556,PT,37.897,33.208,15,1013,25,88739
276,1540,Premature baby,10036590,PT,35.479,20.055,29,2233,3899,83631
277,2813,Premature baby,10036590,PT,28.971,25.541,31,2098,3897,83766
278,2646,Premature baby,10036590,PT,28.903,17.651,36,2276,3892,83588
279,2436,Premature baby,10036590,PT,28.683,18.757,34,2197,3894,83667
280,198,Pulmonary haemorrhage,10037394,PT,21.607,19.918,21,848,315,88608
281,5108,Pulmonary haemorrhage,10037394,PT,206.976,137.368,45,24,291,89432
282,2663,Reflexes abnormal,10038254,PT,19.817,12.638,3,6,15,89768
283,2806,Renal failure,10038435,PT,37.997,29.741,19,318,254,89201
284,2583,Renal vein thrombosis,10038548,PT,23.646,20.132,3,11,0,89778
285,1977,Sepsis neonatal,10040049,PT,116.422,68.369,24,39,99,89630
286,2646,Small for dates baby,10041092,PT,30.843,17.651,147,2165,2662,84818
287,1231,Small for dates baby,10041092,PT,17.382,16.492,150,2722,2659,84261
288,380,Small for dates baby,10041092,PT,31.923,30.452,41,248,2768,86735
289,1831,Small for dates baby,10041092,PT,17.17,17.124,7,4,2802,86979
290,497,Small for dates baby,10041092,PT,17.17,17.124,7,4,2802,86979
291,903,Small for dates baby,10041092,PT,12.126,12.058,5,3,2804,86980
292,1329,Small for dates baby,10041092,PT,12.126,12.058,5,3,2804,86980
293,230,Small for dates baby,10041092,PT,12.126,12.058,5,3,2804,86980
294,1540,Somnolence,10041349,PT,23.958,20.055,37,2225,327,87203
295,723,Sudden infant death syndrome,10042440,PT,17.983,15.798,3,3,53,89733
296,4412,Sudden infant death syndrome,10042440,PT,24.741,19.18,4,3,52,89733
297,2807,Systemic candida,10042938,PT,32.553,26.562,11,431,33,89317
298,198,Thrombocytopenia,10043554,PT,20.926,19.918,12,857,74,88849
299,270,Transposition of the great vessels,10044443,PT,30.312,23.373,5,10,26,89751
300,1209,Tremor neonatal,10044575,PT,22.951,22.913,13,779,87,88913
301,2337,Tricuspid valve incompetence,10044640,PT,32.668,25.255,21,2171,52,87548
302,2389,Tricuspid valve incompetence,10044640,PT,31.303,27.29,12,405,61,89314
303,703,Tricuspid valve incompetence,10044640,PT,33.979,29.348,12,321,61,89398
304,1264,Trismus,10044684,PT,42.198,24.612,17,323,129,89323
305,1971,Trismus,10044684,PT,58.075,53.753,16,89,130,89557
306,74,Urinary tract disorder,10046566,PT,20.296,17.518,9,1077,21,88685
307,2352,Volvulus,10047697,PT,41.18,34.233,14,334,59,89385
308,1563,Weight gain poor,10047897,PT,40.245,25.29,21,1307,61,88403
309,682,Weight gain poor,10047897,PT,27.563,27.024,10,257,72,89453
310,2337,Withdrawal syndrome,10048010,PT,26.867,25.255,22,2170,89,87511
311,1563,Brain malformation,10048409,PT,38.796,25.29,12,1316,0,88464
312,2083,Plagiocephaly,10048586,PT,23.201,10.71,4,4,64,89720
313,2124,Plagiocephaly,10048586,PT,17.401,7.041,3,3,65,89721
314,1209,Hypertonia neonatal,10048615,PT,27.896,22.913,23,769,304,88696
315,2337,Hypertonia neonatal,10048615,PT,31.069,25.255,39,2153,288,87312
316,865,Right ventricular hypertrophy,10050326,PT,36.525,33.338,8,116,15,89653
317,74,Congenital acrochordon,10050730,PT,17.617,17.518,9,1077,32,88674
318,1563,Off label use,10053762,PT,27.185,25.29,40,1288,606,87858
319,2134,Off label use,10053762,PT,38.823,34.468,25,281,621,88865
320,242,Enterococcal sepsis,10054221,PT,28.033,25.068,10,1019,10,88753
321,1992,Congestive cardiomyopathy,10056370,PT,41.283,35.516,14,341,57,89380
322,2279,Congestive cardiomyopathy,10056370,PT,40.405,37.711,14,364,57,89357
323,52,Analgesic drug level increased,10060942,PT,25.232,13.824,7,904,0,88881
324,1563,Cerebral cyst,10061445,PT,29.285,25.29,12,1316,15,88449
325,663,Respiratory disorder neonatal,10061484,PT,34.299,29.558,80,1391,1586,86735
326,972,Telangiectasia congenital,10061575,PT,30.47,28.204,9,373,18,89392
327,2255,Telangiectasia congenital,10061575,PT,34.376,28.191,9,239,18,89526
328,2540,Congenital cyst,10062328,PT,21.818,19.854,3,10,3,89776
329,2803,Congenital nose malformation,10062347,PT,58.306,22.916,16,864,0,88912
330,1407,Pulmonary arterial hypertension,10064911,PT,26.551,22.063,10,740,22,89020
331,4198,Bone marrow failure,10065553,PT,32.173,25.922,8,294,8,89482
332,2803,Dysmorphism,10066054,PT,37.274,22.916,32,848,402,88510
333,2803,Foetal anticonvulsant syndrome,10066485,PT,149.992,22.916,41,839,0,88912
334,1239,Congenital naevus,10067248,PT,27.865,15.888,5,6,70,89711
335,2286,Congenital tricuspid valve incompetence,10067887,PT,32.89,26.227,10,218,46,89518
336,4198,Gasping syndrome,10069162,PT,32.173,25.922,8,294,8,89482
337,4198,Toxicity to various agents,10070863,PT,31.617,25.922,15,287,199,89291
338,1400,Eyelid haemangioma,10071054,PT,20.653,17.206,3,7,9,89773
339,198,Foetal exposure during pregnancy,10071404,PT,51.469,19.918,34,835,12807,76116
340,2807,Foetal exposure during pregnancy,10071404,PT,49.784,26.562,5,437,12836,76514
341,4265,Foetal exposure during pregnancy,10071404,PT,63.654,27.043,9,603,12832,76348
342,1728,Foetal exposure during pregnancy,10071404,PT,144.458,86.42,440,908,12401,76043
343,1388,Drug-induced liver injury,10072268,PT,56.373,37.891,16,205,58,89513
344,4213,Drug-induced liver injury,10072268,PT,57.134,40.649,16,195,58,89523
345,2373,Exposure via body fluid,10073300,PT,61.939,36.836,10,47,3,89732
346,1982,Exposure during pregnancy,10073513,PT,31.881,24.962,40,523,1294,87935
347,1209,Exposure during pregnancy,10073513,PT,32.107,22.913,48,744,1286,87714
348,52,Incorrect dosage administered,10073768,PT,15.154,13.824,6,905,12,88869
349,5223,Perinatal stroke,10073945,PT,26.415,20.711,4,10,11,89767
350,198,Candida infection,10074170,PT,25.706,19.918,14,855,77,88846
351,1388,Aspergillus infection,10074171,PT,56.064,37.891,17,204,82,89489
352,4213,Aspergillus infection,10074171,PT,52.531,40.649,16,195,83,89498
353,434,Poor feeding infant,10075316,PT,38.646,35.088,13,197,97,89485
354,1407,Product use issue,10076309,PT,22.623,22.063,16,734,175,88867
355,1388,Product use issue,10076309,PT,41.469,37.891,16,205,175,89396
356,4213,Product use issue,10076309,PT,42.217,40.649,16,195,175,89406
357,1407,Product use in unapproved indication,10076476,PT,28.209,22.063,10,740,17,89025
358,2337,Meconium aspiration syndrome,10076496,PT,32.442,25.255,19,2173,37,87563
359,845,Product preparation error,10076869,PT,28.104,26.809,11,307,82,89392
360,4290,Product preparation error,10076869,PT,36.311,31.686,10,90,83,89609
361,1540,Infantile apnoea,10077321,PT,21.076,20.055,42,2220,463,87067
362,1992,Multiple organ dysfunction syndrome,10077361,PT,36.758,35.516,15,340,112,89325
363,2813,Selective eating disorder,10078069,PT,42.737,25.541,91,2038,1137,86526
364,1407,Posthaemorrhagic hydrocephalus,10079859,PT,23.378,22.063,13,737,89,88953
365,242,Right ventricular false tendon,10080132,PT,28.033,25.068,10,1019,10,88753
366,1407,Incorrect route of product administration,10081202,PT,22.303,22.063,7,743,6,89036
367,916,Incorrect route of product administration,10081202,PT,22.413,20.239,6,364,7,89415
368,1764,Wrong product administered,10081579,PT,145.52,134.138,27,100,9,89656
369,1816,Neonatal seizure,10082067,PT,36.233,30.878,28,595,437,88732
370,2286,Pulmonary haemorrhage neonatal,10082194,PT,43.099,26.227,10,218,10,89554
