id,text,label_id,code,title
29745610,Storage Information. Protect from freezing and excessive heatStore at 68-77F (20-25C).,3aa15458-30c2-4a63-9c9b-b65e8fe3e5de,44425-7,STORAGE AND HANDLING SECTION
29333186,"Inactive ingredients. Water, Glycerin, Carbomer, Propylene, Glycol, Sodium Hydroxide, Perfume, Aloe Barbadensis Leaf Extract.",a749e189-c5ea-a54a-e053-2a95a90a48d0,51727-6,INACTIVE INGREDIENT SECTION
28326302,"8 USE IN SPECIFIC POPULATIONS. o Geriatric Use: Tranexamic acid tablets are not indicated for use in postmenopausal women (8.5)o Renal impairment: lower dosage is needed. (2.2, 8.6) Hepatic impairment: No dosage adjustment is needed. (8.7) 8.1 Pregnancy Risk SummaryTranexamic acid tablets are not indicated for use in pregnant women. There are no available data on tranexamic acid tablets use in pregnant women to evaluate for drug-associated risk of major birth defects, miscarriage or adverse maternal or fetal outcomes. Tranexamic acid crosses the placenta. Animal reproduction studies have not identified adverse developmental outcomes with oral administration of tranexamic acid to pregnant rats at doses up to times the recommended human dose (see Data).In the US general population, the estimated background risk of major birth defects and miscarriage in clinically recognized pregnancies is 2% to 4% and 15% to 20%, respectively.DataAnimal DataIn rat embryo-fetal developmental toxicity study, tranexamic acid had no adverse effects on embryo-fetal development when administered during the period of organogenesis (from gestation days through 17) at twice daily doses of 0, 150, 375, and 750 mg/kg (1, and times the recommended human oral dosage of 3,900 mg/day based on body surface area (mg/m2). In perinatal-postnatal developmental toxicity study in rats administered tranexamic acid from gestation day through postnatal day 20 at twice daily doses of 0, 150, 375, and 750 mg/kg, no significant adverse effects on maternal behavior or body weight were observed, and no significant effects on pup viability, body weight, developmental milestones or adult fertility were observed. It was concluded that the no-observed-effect-level (NOEL) for this study was 1,500 mg/kg/day in both F0 and F1 generations, which is equivalent to times the recommended human oral dose of 3,900 mg/day based on body surface area (mg/m2). 8.2 Lactation. Risk SummaryTranexamic acid is present in the mothers milk at concentration of about one hundredth of the corresponding serum concentration (see Data). The amount of tranexamic acid nursing infant would absorb is unknown. There are no adequate data on the effects of tranexamic acid on the breastfed infant or the effects of tranexamic acid on milk production. The developmental and health benefits of breastfeeding should be considered along with the mothers clinical need for tranexamic acid tablets and any potential adverse effects on the breast-fed child from tranexamic acid tablets or from the underlying maternal condition. DataHuman DataOne hour after the last dose following 2-day treatment course in lactating women, the milk concentration of the tranexamic acid was 1% of the peak serum concentration. 8.4 Pediatric Use. The safety and effectiveness of tranexamic acid tablets have been established in females of reproductive potential. Efficacy is expected to be the same for post-menarchal females under the age of 17 as for those 17 years and older. Tranexamic acid tablets are not indicated before menarche. 8.5 Geriatric Use. Tranexamic acid tablets are indicated for females of reproductive potential and are not intended for use by postmenopausal women.. 8.6 Renal Impairment. The effect of renal impairment on the pharmacokinetics of tranexamic acid has not been studied. Because tranexamic acid is primarily eliminated via the kidneys by glomerular filtration with more than 95% excreted as unchanged in urine, the recommended dosage in patient with renal impairment is lower than the recommended dosage in patients with normal renal function [see Dosage and Administration (2.2) and Clinical Pharmacology (12.3)].. 8.7 Hepatic Impairment. The effect of hepatic impairment on the pharmacokinetics of tranexamic acid tablets has not been studied. Because only small fraction of the drug is metabolized, the recommended dosage in patients with hepatic impairment is the same as in patients with normal hepatic function [see Clinical Pharmacology (12.3)].",a494c3a4-c42b-7aa3-5dde-12cb645b08b2,43684-0,USE IN SPECIFIC POPULATIONS SECTION
29172084,Ask doctor or pharmacist before use if you are. taking sedatives or tranquilizers.,23a98385-28cc-4fac-8c87-b3ced8106532,50568-5,OTC - ASK DOCTOR/PHARMACIST SECTION
28596408,4 CONTRAINDICATIONS. Levothyroxine sodium tablets is contraindicated in patients with uncorrected adrenal insufficiency [see Warnings and Precautions (5.3)] . Uncorrected adrenal insufficiency. (4). Uncorrected adrenal insufficiency. (4).,f6ab2c70-f884-45cb-948a-73d0d08a48b0,34070-3,CONTRAINDICATIONS SECTION
29351114,Active Ingredient(s). Alcohol 1mL/pcs. Purpose: Antimicrobial Agent.,a506e2ab-e392-9d55-e053-2a95a90aa622,55106-9,OTC - ACTIVE INGREDIENT SECTION
29523596,Antiseptic.,bfbe7f95-c4e7-7ec0-e053-2995a90a1942,55105-1,OTC - PURPOSE SECTION
29123237,"Inactive ingredients. Aspartame, compressible sugar, croscarmellose sodium, dextrose, FD&C red 40 (al-lake), magnesium stearate, microcrystalline cellulose, raspberry flavor.",eb137393-889c-4498-95cd-6c0e6e126c5f,51727-6,INACTIVE INGREDIENT SECTION
28809683,PharmacokineticsAbsorptionPlasma concentrations of unchanged drug remain below ng/mL after the intake of 2 mg capsule of loperamide hydrochloride. Plasma loperamide concentrations are highest approximately hours after administration of the capsule and 2.5 hours after the liquid. The peak plasma concentrations of loperamide were similar for both formulations.,691c5dd6-b85d-482b-a8c1-8c4b48b48dc9,42229-5,SPL UNCLASSIFIED SECTION
29653948,Ask doctor or pharmacist before use if you are. ousing non-nicotine stop smoking drugotaking prescription medicine for depression or asthma. Your prescription dose may need to be adjusted.. ousing non-nicotine stop smoking drug. otaking prescription medicine for depression or asthma. Your prescription dose may need to be adjusted.,f6cc8d50-2d8d-4ed4-930a-a2479b1ebffe,50568-5,OTC - ASK DOCTOR/PHARMACIST SECTION
