id,struct_id,meddra_name,meddra_code,level,llr,llr_threshold,drug_ae,drug_no_ae,no_drug_ae,no_drug_no_ae
6193681,1887,Upper respiratory tract irritation,10070841,PT,18.228,11.61,6,31225,213,63457578
6165288,256,Neurological symptom,10060860,PT,45.359,16.912,22,11863,5761,63471376
6118925,5155,Splenomegaly,10041660,PT,31.999,29.798,16,4769,11141,63473096
6190655,4253,Product odour abnormal,10069226,PT,21.132,9.905,15,72970,1281,63414756
6011770,4975,Blood lactate dehydrogenase abnormal,10005627,PT,15.173,11.887,16,456975,359,63031672
6112115,4967,Rhinitis allergic,10039085,PT,33.29,23.456,6,283006,11721,63194289
6085719,865,Nasal congestion,10028735,PT,51.441,10.33,154,305571,65506,63117791
6041813,4235,Enlarged clitoris,10014838,PT,16.286,11.558,6,60240,152,63428624
6072714,2868,Joint swelling,10023232,PT,26.592,11.497,428,115182,327238,63046174
6088148,480,Neuropathy peripheral,10029331,PT,546.059,13.538,832,112614,112835,63262741
6088000,1125,Neurologic neglect syndrome,10029289,PT,27.571,10.638,23,67509,2698,63418792
6192245,2803,Device difficult to use,10069853,PT,11.838,11.047,5,123316,12791,63352910
6078831,2302,Mean arterial pressure decreased,10026983,PT,22.298,15.897,7,40876,161,63447978
6019436,2245,Carotid artery aneurysm,10007686,PT,9.603,9.555,9,242001,337,63246675
6109645,2677,Respiratory depression,10038678,PT,21.263,11.693,68,126626,13647,63348681
6158852,4978,Urine ketone body present,10057597,PT,28.755,13.567,3,1001568,2500,62484951
6019727,2247,Cataract,10007739,PT,79.769,14.358,61,7514,56992,63424455
6186707,2441,Portopulmonary hypertension,10067281,PT,15.531,13.134,7,128721,137,63360157
6062974,1513,Hypogammaglobulinaemia,10020983,PT,17.707,15.766,13,12061,7142,63469806
6139823,2861,Treatment noncompliance,10049414,PT,154.634,24.306,103,15654,37222,63436043
6162920,4978,Metastases to central nervous system,10059282,PT,137.73,13.567,21,1001550,13084,62474367
6152407,1164,Allodynia,10053552,PT,47.326,10.223,27,142837,792,63345366
6156700,1709,Factor V inhibition,10056335,PT,36.653,17.935,10,34287,166,63454559
6183814,242,Stubbornness,10065954,PT,318.946,11.81,80,94073,291,63394578
6154637,4809,Clostridium difficile infection,10054236,PT,24.72,15.387,143,158019,29779,63301081
6133877,663,Withdrawal syndrome,10048010,PT,107.889,9.535,209,195494,19788,63273531
6141914,962,Ductus arteriosus premature closure,10049996,PT,20.035,10.106,18,472330,318,63016356
6084079,2803,Myalgia,10028411,PT,43.965,11.047,142,123179,146387,63219314
6168619,4706,Investigation abnormal,10061253,PT,85.483,60.738,34,33828,1924,63453236
6037794,2711,Duodenal ulcer perforation,10013849,PT,139.795,9.478,62,217807,87147,63184006
6094654,2372,Palpitations,10033557,PT,57.417,10.345,571,487225,112199,62889027
6168363,2389,Limb discomfort,10061224,PT,13.557,11.548,15,96228,29701,63363078
6008871,1587,Bezoar,10004542,PT,13.489,9.586,23,255842,1503,63231654
6211697,2514,Therapeutic product effect decreased,10082201,PT,547.536,12.909,950,84038,192237,63211797
6055593,995,Headache,10019211,PT,60.632,16.725,200,8059,633041,62847722
6055197,1982,Head banging,10019191,PT,34.959,11.919,16,105499,400,63383107
6151990,5083,Injection site swelling,10053425,PT,548.695,23.424,244,13037,47328,63428413
6203951,2803,Cortical visual impairment,10076660,PT,13.203,11.047,3,123318,4,63365697
6204048,1992,Pharyngeal paraesthesia,10076737,PT,17.104,10.171,28,228870,1981,63258143
6126414,480,Tooth erosion,10044038,PT,26.148,13.538,14,113432,459,63375117
6190318,1239,Tubulointerstitial nephritis and uveitis syndrome,10069034,PT,17.115,13.411,6,33722,239,63455055
6170237,751,Toxicologic test abnormal,10061382,PT,13.782,10.72,10,90476,711,63397825
6032459,40,Diarrhoea,10012735,PT,38.215,38.054,26,8721,715340,62764935
6025456,1563,Confusional state,10010305,PT,40.837,10.998,628,114399,235752,63138243
6093664,4809,Pain,10033371,PT,48.148,15.387,1442,156720,739186,62591674
6000649,1751,Amyotrophic lateral sclerosis,10002026,PT,49.649,11.949,75,989246,1088,62498613
6149648,2082,Wound,10052428,PT,21.003,16.306,3,12042,163260,63313717
6202742,692,Intentional product use issue,10076308,PT,43.927,26.461,53,5105,127839,63356025
6153243,4405,Off label use,10053762,PT,224.92,16.398,333,7236,674129,62807324
6121773,2239,Swelling,10042674,PT,51.051,10.676,92,51843,275286,63161801
6105446,2832,Pulmonary hypertension,10037400,PT,21.413,10.318,207,540069,36916,62911830
6054168,2677,Haemoptysis,10018964,PT,101.135,11.693,195,126499,28531,63333797
6075723,2711,Listless,10024642,PT,21.918,9.478,37,217832,2823,63268330
6012684,278,Blood pressure decreased,10005734,PT,67.792,26.077,48,4610,64974,63419390
6080427,1225,Metastases to liver,10027457,PT,12.604,10.074,24,154729,23615,63310654
6153425,824,Bacterial sepsis,10053840,PT,26.417,10.382,61,325574,3897,63159490
6056664,2373,Hepatic failure,10019663,PT,298.87,13.799,264,63708,35392,63389658
6066476,4239,Increased tendency to bruise,10021688,PT,13.107,11.231,230,967496,10322,62510974
6159365,380,Bloody discharge,10057687,PT,93.865,10.418,58,187315,1493,63300156
6129474,1816,Urticaria,10046735,PT,80.947,10.101,105,112413,165697,63210807
6140370,2725,Bone density decreased,10049470,PT,134.795,14.297,75,21167,14537,63453243
6119336,2389,Stereotypy,10042008,PT,23.295,11.548,12,96231,430,63392349
6176777,5207,Respiratory tract infection,10062352,PT,47.913,39.195,24,1922,41459,63445617
6106167,4978,Pustular psoriasis,10037575,PT,112.808,13.567,235,1001336,4391,62483060
6027078,4235,Cough,10011224,PT,150.918,11.558,613,59633,292130,63136646
6081861,1572,Mood altered,10027940,PT,199.124,23.993,213,157151,14530,63317128
6021726,1118,Cholangitis,10008604,PT,38.001,13.316,37,64858,5524,63418603
6171527,4904,Ill-defined disorder,10061520,PT,71.207,11.586,1164,622510,80591,62784757
6105943,2337,Pulse absent,10037469,PT,11.762,10.678,46,241362,5328,63242286
6121059,1765,Suicide attempt,10042464,PT,21.039,19.152,58,22380,60860,63405724
6026967,4923,Cortisol decreased,10011198,PT,29.744,16.512,16,49745,1228,63438033
6205567,2553,Bendopnoea,10077819,PT,18.562,15.649,5,99217,24,63389776
6146541,4904,Acute coronary syndrome,10051592,PT,18.779,11.586,45,623629,10081,62855267
6072921,1887,Joint swelling,10023232,PT,79.35,11.61,31,31200,327635,63130156
6111745,2446,Rheumatoid arthritis,10039073,PT,48.258,18.078,173,18323,253646,63216880
6074746,244,Leukocytosis,10024378,PT,25.947,13.462,25,9266,25910,63453821
6043187,1751,Erythema multiforme,10015218,PT,45.265,11.949,55,989266,10114,62489587
6000141,1057,Altered state of consciousness,10001854,PT,20.787,9.759,7,100597,25223,63363195
6133799,1336,White blood cells urine positive,10047967,PT,19.821,9.884,58,273824,5100,63210040
6150409,1051,Drug tolerance decreased,10052805,PT,24.819,12.441,32,24246,17441,63447303
6200386,2583,Product packaging confusion,10074776,PT,29.737,10.617,9,44222,168,63444623
6147877,1768,Enterobacter infection,10051910,PT,54.744,9.526,49,193032,2178,63293763
6210201,4928,Inappropriate schedule of product administration,10081572,PT,126.527,47.98,84,4529,103881,63380528
6150332,2583,Drug tolerance decreased,10052805,PT,12.088,10.617,33,44198,17440,63427351
6084133,294,Myalgia,10028411,PT,46.898,12.693,149,25786,146380,63316707
6167380,1400,Foot deformity,10061159,PT,11.5,10.029,9,72657,27844,63388512
6129483,4133,Urticaria,10046735,PT,21.615,13.319,236,134456,165566,63188764
6015763,1164,Bronchiectasis,10006445,PT,17.8,10.223,7,142857,16135,63330023
6171982,4979,Immunodeficiency,10061598,PT,15.962,13.994,9,118787,20245,63349981
6058135,4972,Hereditary angioedema,10019860,PT,18.654,16.353,42,115393,7520,63366067
6079400,972,Memory impairment,10027175,PT,128.028,10.001,749,238097,103509,63146667
6079573,2798,Meningitis,10027199,PT,16.585,10.023,31,78713,7146,63403132
6002115,1506,Angioedema,10002424,PT,65.417,13.336,92,27542,47873,63413515
6198701,4981,Exposure during pregnancy,10073513,PT,69.697,10.552,290,53857,155257,63279618
6079481,4806,Memory impairment,10027175,PT,20.241,17.416,66,16291,104192,63368473
6101263,2758,Polyglandular autoimmune syndrome type II,10036073,PT,32.686,23.156,5,3316,46,63485655
6112550,1765,Road traffic accident,10039203,PT,27.872,19.152,48,22390,36584,63430000
6051167,4934,Genital candidiasis,10018143,PT,53.255,15.143,19,155519,158,63333326
6004890,4659,Arthralgia,10003239,PT,50.414,12.658,239,47531,569471,62871781
6080974,1990,Microalbuminuria,10027525,PT,10.676,10.288,14,464455,392,63024161
6127774,1556,Trigger finger,10044654,PT,67.599,11.589,60,118103,4348,63366511
6161330,2436,Sopor,10058709,PT,283.108,9.636,379,234716,21785,63232142
6114752,4239,Serotonin syndrome,10040108,PT,81.59,11.231,199,967527,28483,62492813
6151548,1112,Febrile bone marrow aplasia,10053213,PT,329.334,17.282,153,59196,7172,63422501
6174663,1982,Psychotic disorder,10061920,PT,603.934,11.919,429,105086,25283,63358224
6020698,2803,Cerebrovascular accident,10008190,PT,15.313,11.047,135,123186,107889,63257812
6176822,758,Unevaluable event,10062355,PT,66.356,11.47,40,200555,51346,63237081
6086402,157,Nasopharyngitis,10028810,PT,33.409,18.62,10,15343,254247,63219422
6073577,5002,Knee arthroplasty,10023469,PT,19.876,11.045,11,54792,54195,63380024
6126661,475,Total lung capacity decreased,10044100,PT,50.302,10.2,33,83897,2150,63402942
6121441,4659,Surgery,10042609,PT,15.385,12.658,4,47766,35908,63405344
6039907,597,Ear pain,10014020,PT,407.704,16.245,416,118519,35702,63334385
6186947,2245,Intraocular lens implant,10067434,PT,9.67,9.555,9,242001,334,63246678
6064355,4965,Hypotension,10021097,PT,251.832,11.301,347,219985,272257,62996433
6171874,1767,Sensory level abnormal,10061567,PT,18.497,11.337,6,42420,148,63446448
6206413,564,Contraindicated product administered,10078504,PT,113.491,12.377,15,47868,217633,63223506
6178356,758,Rosai-Dorfman syndrome,10063397,PT,14.923,11.47,5,200590,25,63288402
6059017,2337,Homicide,10020364,PT,39.083,10.678,22,241386,363,63247251
6065042,4207,Hypotonia neonatal,10021119,PT,23.685,13.055,14,51983,1232,63435793
6102575,1762,Premature delivery,10036595,PT,1506.598,24.502,415,8360,29866,63450381
6168908,1563,Learning disorder,10061265,PT,51.316,10.998,25,115002,660,63373335
6212593,960,Hormone receptor positive breast cancer,10083234,PT,17.12,12.779,11,108368,533,63380110
6008913,5267,Bile duct stone,10004637,PT,17.448,16.126,11,15605,3645,63469761
6046288,2728,Feeling abnormal,10016322,PT,20.642,13.308,75,13714,148317,63326916
6189219,2015,Oropharyngeal pain,10068319,PT,17.029,13.893,20,39264,94467,63355271
6091274,2445,Ophthalmoplegia,10030875,PT,10.901,9.91,20,245539,1444,63242019
6035780,1547,Drug ineffective,10013709,PT,725.084,9.141,1454,205674,1043311,62238583
6136447,4245,Urosepsis,10048709,PT,60.799,24.456,26,3268,18498,63467230
6028606,4904,Deafness,10011878,PT,21.766,11.586,271,623403,17686,62847662
6190185,1579,Airway peak pressure increased,10068853,PT,17.983,9.467,9,101830,286,63386897
6200735,4904,Intentional product misuse,10074903,PT,186.015,11.586,194,623480,60723,62804625
6100663,1992,Pneumonitis,10035742,PT,27.358,10.171,219,228679,35003,63225121
6062361,2389,Hypervolaemia,10020919,PT,19.987,11.548,9,96234,28404,63364375
6074373,4240,Laryngospasm,10023891,PT,14.519,10.364,3,497382,3025,62988612
6070117,85,Intentional self-injury,10022524,PT,44.28,10.147,5,152855,25682,63310480
6115898,1239,Sinusitis,10040753,PT,18.074,13.411,192,33536,226461,63228833
6093662,2537,Pain,10033371,PT,25.188,24.015,6,3662,740622,62744732
6191166,136,Product counterfeit,10069331,PT,10.703,9.713,7,244663,151,63244201
6012412,2044,Blood potassium increased,10005725,PT,23.773,13.124,8,158505,18301,63312208
6019648,1563,Cataract,10007739,PT,50.546,10.998,20,115007,57033,63316962
6176449,663,Social problem,10062254,PT,19.529,9.535,18,195685,820,63292499
6189734,2834,Nail injury,10068655,PT,11.287,10.308,20,531050,639,62957313
6012586,2847,Blood pressure decreased,10005734,PT,97.712,10.396,431,196850,64591,63227150
6078129,1563,Malabsorption,10025476,PT,20.882,10.998,31,114996,4041,63369954
6080785,4907,Metastases to lymph nodes,10027459,PT,77.889,28.19,34,10220,8124,63470644
6094547,2544,Palmar-plantar erythrodysaesthesia syndrome,10033553,PT,828.867,19.624,335,29393,22680,63436614
6143779,645,Urine leukocyte esterase positive,10050795,PT,118.752,13.735,41,15064,3538,63470379
6079899,4978,Mental impairment,10027374,PT,63.23,13.567,78,1001493,14073,62473378
6016715,1142,Burns second degree,10006802,PT,51.718,15.739,19,15110,1959,63471934
6193730,4195,Toxicity to various agents,10070863,PT,11.233,10.309,2357,545806,244893,62695966
6069468,2245,Insomnia,10022437,PT,106.622,9.555,440,241570,214812,63032200
6048351,112,Fractured sacrum,10017308,PT,109.569,10.696,97,416130,1919,63070876
5998630,2836,Agitation,10001497,PT,129.818,10.176,197,548745,59560,62880520
6184309,2054,Acute graft versus host disease,10066260,PT,16.061,10.447,9,545283,4419,62939311
6108899,1709,Renal failure,10038435,PT,73.241,17.935,182,34115,117470,63337255
6076829,210,Lower respiratory tract infection,10024968,PT,13.795,11.699,57,50946,132250,63305769
6116532,2073,Skin hyperpigmentation,10040865,PT,19.989,18.701,16,20368,5905,63462733
6095135,1552,Pancreatitis acute,10033647,PT,102.001,14.636,30,436643,27136,63025213
6043928,2716,Eye disorder,10015916,PT,35.366,18.682,25,6890,22660,63459447
6165922,2683,Appetite disorder,10060961,PT,12.222,10.717,22,53214,7299,63428487
6072562,1053,Joint swelling,10023232,PT,281.385,9.604,290,173737,327376,62987619
5996009,257,Abnormal loss of weight,10000159,PT,16.691,9.786,74,381467,5708,63101773
6169544,5015,Neoplasm progression,10061309,PT,50.297,31.353,34,5425,36394,63447169
6037574,373,Dry skin,10013786,PT,20.684,12.123,71,33012,56816,63399123
6116738,1836,Skin necrosis,10040893,PT,21.349,10.2,10,212861,13940,63262211
6084546,209,Myelofibrosis,10028537,PT,97.866,31.481,18,1322,1359,63486323
6043738,704,Extrapyramidal disorder,10015832,PT,28.375,9.965,50,65548,13234,63410190
6182535,210,Excessive eye blinking,10065166,PT,40.389,11.699,20,50983,1260,63436759
6171641,1110,Ill-defined disorder,10061520,PT,71.661,34.3,9,79590,81746,63327677
6040830,4209,Electrocardiogram ST segment elevation,10014392,PT,43.261,16.064,16,6526,3911,63478569
6070738,414,Interstitial lung disease,10022611,PT,69.265,37.845,25,592,61883,63426522
6119938,4955,Stomatitis,10042128,PT,204.398,27.821,174,10201,138551,63340096
6015407,1606,Breast cancer stage I,10006199,PT,15.64,9.544,6,291300,6883,63190833
6072280,4978,Joint dislocation,10023204,PT,42.531,13.567,469,1001102,18331,62469120
6185181,4802,Acute polyneuropathy,10066699,PT,20.645,18.993,6,17143,259,63471614
6125368,786,Thrombocytopenia,10043554,PT,107.492,25.154,133,11110,151024,63326755
6154477,1992,IIIrd nerve paresis,10054202,PT,14.245,10.171,8,228890,139,63259985
6075343,1610,Lip dry,10024552,PT,10.684,9.616,15,166721,15455,63306831
6138419,758,Cytomegalovirus enteritis,10049074,PT,22.356,11.47,13,200582,278,63288149
6164982,586,Hepatic enzyme increased,10060795,PT,202.058,150.629,110,2095,202218,63284599
6159341,1034,Transplant,10057677,PT,77.101,18.605,30,69160,768,63419064
6197572,785,Prescribed underdose,10073085,PT,243.68,18.518,140,20629,29549,63438704
6137310,597,Alcohol use,10048921,PT,113.496,16.245,62,118873,2017,63368070
6211148,2475,Therapeutic product effect incomplete,10082200,PT,25.303,9.981,217,171978,124839,63191988
6098071,4990,Peripheral sensory neuropathy,10034620,PT,47.79,22.396,30,20719,7421,63460852
6101978,2356,Pre-existing condition improved,10036495,PT,13.179,10.199,5,204238,8239,63276540
6040462,2815,Electrocardiogram QRS complex prolonged,10014380,PT,106.161,11.58,55,33190,5883,63449894
6062017,946,Hypertonia,10020852,PT,18.085,13.549,17,34225,4620,63450160
6057344,52,Hepatitis B,10019731,PT,11.903,11.189,25,964270,3787,62520940
6090610,2351,Oedema peripheral,10030124,PT,29.803,12.169,130,20212,189381,63279299
6091336,4956,Optic ischaemic neuropathy,10030924,PT,20.604,13.591,18,125199,1204,63362601
6189240,74,Anosognosia,10068346,PT,16.327,11.211,14,941599,3182,62544227
6127335,1552,Transplant rejection,10044439,PT,18.88,14.636,28,436645,10752,63041597
6200063,1786,Body mass index abnormal,10074506,PT,9.942,9.869,6,316787,85,63172144
6191569,5083,Acute kidney injury,10069339,PT,43.473,23.424,3,13278,263412,63212329
6074258,105,Laryngeal stenosis,10023862,PT,13.477,10.059,25,420310,1053,63067634
6199234,845,Catheter site extravasation,10073759,PT,14.0,9.943,9,132273,356,63356384
6146315,1768,Nitrite urine present,10051469,PT,35.613,9.526,28,193053,1038,63294903
6181728,3135,Procedural pain,10064882,PT,187.567,25.292,69,5019,21500,63462434
6158217,1768,Spinal cord paralysis,10057268,PT,14.083,9.526,5,193076,32,63295909
6063860,112,Hyponatraemia,10021036,PT,38.249,10.696,510,415717,111390,62961405
5998155,2847,Adrenal haemorrhage,10001361,PT,34.692,10.396,20,197261,428,63291313
6118032,5284,Soft tissue injury,10041291,PT,35.397,23.01,19,44291,1633,63443079
6164014,2661,Drug resistance,10059866,PT,151.348,26.826,58,4439,22875,63461650
6180261,1245,Labelled drug-food interaction medication error,10064374,PT,25.206,17.674,5,4111,179,63484727
6122996,105,Systemic lupus erythematosus,10042945,PT,823.677,10.059,187,420148,208731,62859956
6058080,2391,Hepatotoxicity,10019851,PT,44.887,18.226,64,25136,36977,63426845
6088591,85,Neutropenia,10029354,PT,469.841,10.147,1191,151669,173814,63162348
6155810,897,Intervertebral disc space narrowing,10055041,PT,10.861,10.047,11,106869,1041,63381101
6077055,2813,Lung disorder,10025082,PT,50.781,10.016,68,191472,62193,63235289
6187470,2245,Type 1 diabetes mellitus,10067584,PT,27.778,9.555,51,241959,3739,63243273
6146300,1399,Transient acantholytic dermatosis,10051446,PT,22.55,14.088,5,16530,73,63472414
6104579,4061,Psoriatic arthropathy,10037162,PT,13.969,13.507,4,17575,91516,63379927
6145869,1189,Delayed engraftment,10051396,PT,34.157,23.054,9,34522,129,63454362
6154944,2831,Helicobacter infection,10054263,PT,41.805,10.326,12,51923,92773,63344314
6166916,564,Escherichia infection,10061126,PT,25.221,12.377,39,47844,12715,63428424
6163531,722,Blood alkaline phosphatase increased,10059570,PT,68.39,16.325,176,92498,42791,63353557
6105908,2108,Pulse abnormal,10037466,PT,32.744,10.937,22,53726,2342,63432932
6044184,1710,Eye pain,10015958,PT,11.554,10.711,14,75713,33840,63379455
6157540,2028,Body height decreased,10056812,PT,14.416,10.646,26,45750,10052,63433194
6142026,2284,Bradyphrenia,10050012,PT,62.375,56.622,18,1896,6962,63480146
6115358,2017,Simple partial seizures,10040703,PT,41.656,13.376,14,29673,559,63458776
6152679,916,Infusion site pruritus,10053664,PT,103.084,10.853,212,686200,5823,62796787
6002050,597,Angioedema,10002424,PT,62.532,16.245,8,118927,47957,63322130
6062858,2253,Hypochloraemia,10020955,PT,14.211,11.411,5,878101,2004,62608912
6011791,2806,Blood lactate dehydrogenase increased,10005630,PT,32.342,9.657,107,120279,23009,63345627
6177483,466,Hungry bone syndrome,10062623,PT,33.133,11.151,8,25753,108,63463153
6096707,1556,Pathological fracture,10034156,PT,64.625,11.589,81,118082,8753,63362106
6095266,2406,Pancytopenia,10033661,PT,41.521,9.592,141,182194,96792,63209895
6147682,2245,Blood beta-D-glucan increased,10051793,PT,66.761,9.555,27,241983,200,63246812
6161778,783,Fungal sepsis,10058872,PT,26.927,24.104,9,8461,1261,63479291
6153553,2424,Red cell distribution width increased,10053920,PT,22.708,15.161,15,7995,10509,63470503
6118740,2525,Spinal meningioma benign,10041579,PT,23.497,14.818,12,345315,109,63143586
6066530,2819,Infantile spasms,10021750,PT,122.61,32.414,21,6642,194,63482165
6155851,2245,Rectal cancer metastatic,10055097,PT,19.089,9.555,12,241998,244,63246768
6142682,392,Right ventricular hypertrophy,10050326,PT,34.397,14.103,17,78585,686,63409734
6058926,1540,Hirsutism,10020112,PT,12.547,10.109,15,132012,1380,63355615
5999179,4965,Alanine aminotransferase increased,10001551,PT,57.477,11.301,177,220155,103593,63165097
6167966,2798,Hand deformity,10061194,PT,182.447,10.023,3,78741,159454,63250824
6050130,1584,Gastrooesophageal reflux disease,10017885,PT,22.928,17.202,5,25257,95634,63368126
6111777,1053,Rheumatoid factor positive,10039080,PT,207.336,9.604,5,174022,84401,63230594
6089488,2436,Nightmare,10029412,PT,91.9,9.636,213,234882,18981,63234946
6055617,4829,Headache,10019211,PT,6931.219,24.074,8291,155918,624950,62699863
6077664,901,Lymphoedema,10025282,PT,36.786,14.795,43,44079,11649,63433251
6018491,5003,Cardiac failure congestive,10007559,PT,105.046,11.245,195,38131,92238,63358458
6167876,4461,Hand deformity,10061194,PT,1231.816,10.333,3495,522263,155962,62807302
6142766,2803,Subileus,10050396,PT,28.486,11.047,33,123288,3146,63362555
6013616,1982,Blood prolactin abnormal,10005778,PT,870.184,11.919,286,105229,2793,63380714
6113128,2253,Sciatica,10039674,PT,15.96,11.411,603,877503,33721,62577195
6065243,1768,Hypoxia,10021143,PT,11.12,9.526,249,192832,59543,63236398
6139980,4934,General physical health deterioration,10049438,PT,50.724,15.143,733,154805,200669,63132815
6145624,4974,Exercise tolerance decreased,10051301,PT,27.861,11.99,5,504706,5492,62978819
6135889,4965,Infusion site erythema,10048634,PT,15.187,11.301,11,220321,11668,63257022
6210096,1782,Inappropriate schedule of product administration,10081572,PT,22.419,10.001,101,112222,103864,63272835
6148742,282,Lymphocyte percentage decreased,10052231,PT,22.656,10.277,26,102419,2959,63383618
6099364,4634,Platelet count decreased,10035528,PT,21.91,17.129,22,37726,116100,63335174
6016504,3317,Bundle branch block left,10006580,PT,15.513,14.77,7,300969,7052,63180994
6169363,4968,Neoplasm progression,10061309,PT,158.257,19.042,3,302174,36425,63150420
6078615,621,Mania,10026749,PT,73.846,21.659,35,8380,12332,63468275
6097339,776,Pericardial effusion,10034474,PT,86.023,14.999,106,44598,29952,63414366
6144600,2525,Post procedural haemorrhage,10051077,PT,25.459,14.818,6,345321,7958,63135737
6112177,4934,Rhinorrhoea,10039101,PT,78.681,15.143,344,155194,65233,63268251
6200142,2552,Graft versus host disease in eye,10074563,PT,23.596,11.039,8,134846,66,63354102
6085303,676,Myoclonus,10028622,PT,34.428,28.052,12,1018,15856,63472136
6189737,4240,Nail injury,10068655,PT,12.248,10.364,20,497365,639,62990998
6151009,3017,Coccygectomy,10052929,PT,11.346,9.932,3,89419,15,63399585
6110291,1980,Respiratory rate increased,10038712,PT,30.598,14.257,50,60046,13598,63415328
